"Issue Date","Issue No","Tenor","Weighted Average Rate"
"11/11/2024","2603","91","13.4496"
"04/11/2024","2602","91","13.9656"
"28/10/2024","2601","91","14.4321"
"21/10/2024","2600","91","14.7657"
"14/10/2024","2599","91","14.99"
"07/10/2024","2598","91","15.6855"
"30/09/2024","2597","91","15.7183"
"23/09/2024","2596","91","15.7463"
"16/09/2024","2595","91","15.7502"
"09/09/2024","2594","91","15.7677"
"02/09/2024","2593","91","15.7844"
"26/08/2024","2592","91","15.794"
"19/08/2024","2591","91","15.8094"
"12/08/2024","2590","91","15.8177"
"05/08/2024","2589","91","15.9884"
"29/07/2024","2588","91","16"
"22/07/2024","2587","91","16.0215"
"15/07/2024","2586","91","15.9954"
"08/07/2024","2585","91","15.9868"
"01/07/2024","2584","91","15.9771"
"24/06/2024","2583","91","15.9716"
"17/06/2024","2582","91","15.9719"
"10/06/2024","2581","91","15.9654"
"03/06/2024","2580","91","15.9545"
"27/05/2024","2579","91","15.9453"
"20/05/2024","2578","91","15.937"
"13/05/2024","2577","91","15.9036"
"06/05/2024","2576","91","15.8652"
"29/04/2024","2575","91","15.8232"
"22/04/2024","2574","91","15.8029"
"15/04/2024","2573","91","15.733"
"08/04/2024","2572","91","16.7243"
"01/04/2024","2571","91","16.729"
"25/03/2024","2570","91","16.7306"
"18/03/2024","2569","91","16.6976"
"11/03/2024","2568","91","16.6597"
"04/03/2024","2567","91","16.6218"
"26/02/2024","2566","91","16.5895"
"19/02/2024","2565","91","16.5539"
"12/02/2024","2564","91","16.5038"
"05/02/2024","2563","91","16.3747"
"29/01/2024","2562","91","16.2903"
"22/01/2024","2561","91","16.2347"
"15/01/2024","2560","91","16.1452"
"08/01/2024","2559","91","16.0589"
"01/01/2024","2558","91","15.9829"
"25/12/2023","2557","91","15.8831"
"18/12/2023","2556","91","15.7706"
"11/12/2023","2555","91","15.6348"
"04/12/2023","2554","91","15.5293"
"27/11/2023","2553","91","15.4426"
"20/11/2023","2552","91","15.3632"
"13/11/2023","2551","91","15.2867"
"06/11/2023","2550","91","15.1863"
"30/10/2023","2549","91","15.1112"
"23/10/2023","2548","91","15.0458"
"16/10/2023","2547","91","14.9604"
"09/10/2023","2546","91","14.8734"
"02/10/2023","2545","91","14.8206"
"25/09/2023","2544","91","14.7866"
"18/09/2023","2543","91","14.5151"
"11/09/2023","2542","91","14.2337"
"04/09/2023","2541","91","13.9851"
"28/08/2023","2540","91","13.7332"
"21/08/2023","2539","91","13.4754"
"14/08/2023","2538","91","13.1104"
"07/08/2023","2537","91","12.6855"
"31/07/2023","2536","91","12.352"
"17/07/2023","2534","91","12.109"
"10/07/2023","2533","91","12.014"
"03/07/2023","2532","91","11.904"
"26/06/2023","2531","91","11.785"
"19/06/2023","2530","91","11.64"
"12/06/2023","2529","91","11.414"
"05/06/2023","2528","91","11.103"
"29/05/2023","2527","91","10.832"
"22/05/2023","2526","91","10.518"
"15/05/2023","2525","91","10.41"
"08/05/2023","2524","91","10.318"
"01/05/2023","2523","91","10.275"
"24/04/2023","2522","91","10.159"
"17/04/2023","2521","91","10.072"
"10/04/2023","2520","91","10.004"
"03/04/2023","2519","91","9.907"
"27/03/2023","2518","91","9.829"
"20/03/2023","2517","91","9.78"
"13/03/2023","2516","91","9.742"
"06/03/2023","2515","91","9.698"
"27/02/2023","2514","91","9.655"
"20/02/2023","2513","91","9.623"
"13/02/2023","2512","91","9.601"
"06/02/2023","2511","91","9.581"
"30/01/2023","2510","91","9.538"
"23/01/2023","2509","91","9.474"
"16/01/2023","2508","91","9.425"
"09/01/2023","2507","91","9.392"
"02/01/2023","2506","91","9.369"
"26/12/2022","2505","91","9.37"
"19/12/2022","2504","91","9.356"
"12/12/2022","2503","91","9.327"
"05/12/2022","2502","91","9.275"
"28/11/2022","2501","91","9.237"
"21/11/2022","2500","91","9.191"
"14/11/2022","2499","91","9.173"
"07/11/2022","2498","91","9.139"
"31/10/2022","2497","91","9.127"
"24/10/2022","2496","91","9.1"
"17/10/2022","2495","91","9.058"
"10/10/2022","2494","91","9.036"
"03/10/2022","2493","91","8.952"
"26/09/2022","2492","91","8.951"
"19/09/2022","2491","91","8.95"
"12/09/2022","2490","91","8.91"
"05/09/2022","2489","91","8.86"
"29/08/2022","2488","91","8.767"
"22/08/2022","2487","91","8.669"
"15/08/2022","2486","91","8.565"
"08/08/2022","2485","91","8.473"
"01/08/2022","2484","91","8.399"
"25/07/2022","2483","91","8.322"
"18/07/2022","2482","91","8.248"
"11/07/2022","2481","91","8.167"
"04/07/2022","2480","91","8.097"
"27/06/2022","2479","91","8.013"
"20/06/2022","2478","91","7.925"
"13/06/2022","2477","91","7.866"
"06/06/2022","2476","91","7.811"
"30/05/2022","2475","91","7.744"
"23/05/2022","2474","91","7.758"
"16/05/2022","2473","91","7.683"
"09/05/2022","2472","91","7.58"
"02/05/2022","2471","91","7.497"
"25/04/2022","2470","91","7.448"
"18/04/2022","2469","91","7.424"
"11/04/2022","2468","91","7.377"
"04/04/2022","2467","91","7.302"
"28/03/2022","2466","91","7.283"
"21/03/2022","2465","91","7.252"
"14/03/2022","2464","91","7.206"
"07/03/2022","2463","91","7.265"
"28/02/2022","2462","91","7.254"
"21/02/2022","2461","91","7.25"
"14/02/2022","2460","91","7.285"
"07/02/2022","2459","91","7.317"
"31/01/2022","2458","91","7.343"
"24/01/2022","2457","91","7.331"
"17/01/2022","2456","91","7.309"
"10/01/2022","2455","91","7.345"
"03/01/2022","2454","91","7.271"
"27/12/2021","2453","91","7.264"
"20/12/2021","2452","91","7.265"
"13/12/2021","2451","91","7.28"
"06/12/2021","2450","91","7.232"
"29/11/2021","2449","91","7.181"
"22/11/2021","2448","91","7.114"
"15/11/2021","2447","91","7.07"
"08/11/2021","2446","91","7.097"
"01/11/2021","2445","91","7.04"
"25/10/2021","2444","91","7.02"
"18/10/2021","2443","91","6.952"
"11/10/2021","2442","91","6.935"
"04/10/2021","2441","91","6.895"
"27/09/2021","2440","91","6.896"
"20/09/2021","2439","91","6.87"
"13/09/2021","2438","91","6.781"
"06/09/2021","2437","91","6.774"
"30/08/2021","2436","91","6.741"
"23/08/2021","2435","91","6.599"
"16/08/2021","2434","91","6.527"
"09/08/2021","2433","91","6.513"
"02/08/2021","2432","91","6.486"
"26/07/2021","2431","91","6.477"
"19/07/2021","2430","91","6.52"
"12/07/2021","2429","91","6.614"
"05/07/2021","2428","91","6.728"
"28/06/2021","2427","91","6.86"
"21/06/2021","2426","91","7"
"14/06/2021","2425","91","7.104"
"07/06/2021","2424","91","7.137"
"31/05/2021","2423","91","7.139"
"24/05/2021","2422","91","7.155"
"17/05/2021","2421","91","7.156"
"10/05/2021","2420","91","7.152"
"03/05/2021","2419","91","7.139"
"26/04/2021","2418","91","7.115"
"19/04/2021","2417","91","7.108"
"12/04/2021","2416","91","7.096"
"05/04/2021","2415","91","7.085"
"29/03/2021","2414","91","7.087"
"22/03/2021","2413","91","7.071"
"15/03/2021","2412","91","7.024"
"08/03/2021","2411","91","7.024"
"01/03/2021","2410","91","6.931"
"22/02/2021","2409","91","6.911"
"15/02/2021","2408","91","6.905"
"08/02/2021","2407","91","6.873"
"01/02/2021","2406","91","6.897"
"25/01/2021","2405","91","6.983"
"18/01/2021","2404","91","6.884"
"11/01/2021","2403","91","6.895"
"04/01/2021","2402","91","6.906"
"28/12/2020","2401","91","6.929"
"21/12/2020","2400","91","6.916"
"14/12/2020","2399","91","6.901"
"07/12/2020","2398","91","6.861"
"30/11/2020","2397","91","6.73"
"23/11/2020","2396","91","6.706"
"16/11/2020","2395","91","6.674"
"09/11/2020","2394","91","6.666"
"02/11/2020","2393","91","6.653"
"26/10/2020","2392","91","6.589"
"19/10/2020","2391","91","6.52"
"12/10/2020","2390","91","6.468"
"05/10/2020","2389","91","6.4"
"28/09/2020","2388","91","6.309"
"21/09/2020","2387","91","6.273"
"14/09/2020","2386","91","6.267"
"07/09/2020","2385","91","6.295"
"31/08/2020","2384","91","6.273"
"24/08/2020","2383","91","6.257"
"17/08/2020","2382","91","6.2"
"10/08/2020","2381","91","6.123"
"03/08/2020","2380","91","6.121"
"27/07/2020","2379","91","6.112"
"20/07/2020","2378","91","6.011"
"13/07/2020","2377","91","6.274"
"06/07/2020","2376","91","6.546"
"29/06/2020","2375","91","6.7"
"22/06/2020","2374","91","7.089"
"15/06/2020","2373","91","7.259"
"08/06/2020","2372","91","7.325"
"01/06/2020","2371","91","7.333"
"25/05/2020","2370","91","7.319"
"18/05/2020","2369","91","7.266"
"11/05/2020","2368","91","7.253"
"04/05/2020","2367","91","7.242"
"27/04/2020","2366","91","7.212"
"20/04/2020","2365","91","7.201"
"13/04/2020","2364","91","7.209"
"06/04/2020","2363","91","7.22"
"30/03/2020","2362","91","7.24"
"23/03/2020","2361","91","7.275"
"16/03/2020","2360","91","7.313"
"09/03/2020","2359","91","7.31"
"02/03/2020","2358","91","7.315"
"24/02/2020","2357","91","7.319"
"17/02/2020","2356","91","7.314"
"10/02/2020","2355","91","7.3"
"03/02/2020","2354","91","7.296"
"27/01/2020","2353","91","7.279"
"20/01/2020","2352","91","7.232"
"13/01/2020","2351","91","7.2"
"06/01/2020","2350","91","7.2"
"30/12/2019","2349","91","7.2"
"23/12/2019","2348","91","7.177"
"16/12/2019","2347","91","7.151"
"09/12/2019","2346","91","7.162"
"02/12/2019","2345","91","7.162"
"25/11/2019","2344","91","7.131"
"18/11/2019","2343","91","6.68"
"04/11/2019","2341","91","6.39"
"04/11/2019","2341","91","6.39"
"28/10/2019","2340","91","6.424"
"21/10/2019","2339","91","6.362"
"14/10/2019","2338","91","6.369"
"07/10/2019","2337","91","6.378"
"30/09/2019","2336","91","6.307"
"23/09/2019","2335","91","6.368"
"16/09/2019","2334","91","6.315"
"09/09/2019","2333","91","6.375"
"02/09/2019","2332","91","6.385"
"26/08/2019","2331","91","6.398"
"19/08/2019","2330","91","6.355"
"12/08/2019","2329","91","6.449"
"05/08/2019","2328","91","6.547"
"29/07/2019","2327","91","6.592"
"22/07/2019","2326","91","6.498"
"15/07/2019","2325","91","6.6"
"08/07/2019","2324","91","6.685"
"01/07/2019","2323","91","6.738"
"24/06/2019","2322","91","6.814"
"17/06/2019","2321","91","6.895"
"10/06/2019","2320","91","6.915"
"03/06/2019","2319","91","6.995"
"27/05/2019","2318","91","7.085"
"20/05/2019","2317","91","7.16"
"13/05/2019","2316","91","7.196"
"06/05/2019","2315","91","7.25"
"29/04/2019","2314","91","7.298"
"22/04/2019","2313","91","7.305"
"15/04/2019","2312","91","7.397"
"08/04/2019","2311","91","7.444"
"01/04/2019","2310","91","7.5"
"25/03/2019","2309","91","7.697"
"18/03/2019","2308","91","6.837"
"11/03/2019","2307","91","6.883"
"04/03/2019","2306","91","6.886"
"25/02/2019","2305","91","6.963"
"18/02/2019","2304","91","7.016"
"11/02/2019","2303","91","7.04"
"04/02/2019","2302","91","7.061"
"28/01/2019","2301","91","7.122"
"21/01/2019","2300","91","7.134"
"14/01/2019","2299","91","7.2"
"07/01/2019","2298","91","7.316"
"31/12/2018","2297","91","7.342"
"24/12/2018","2296","91","7.341"
"17/12/2018","2295","91","7.348"
"10/12/2018","2294","91","7.343"
"03/12/2018","2293","91","7.342"
"26/11/2018","2292","91","7.342"
"19/11/2018","2291","91","7.347"
"12/11/2018","2290","91","7.349"
"05/11/2018","2289","91","7.387"
"29/10/2018","2288","91","7.494"
"22/10/2018","2287","91","7.507"
"15/10/2018","2286","91","7.594"
"08/10/2018","2285","91","7.6"
"01/10/2018","2284","91","7.609"
"24/09/2018","2283","91","7.618"
"17/09/2018","2282","91","7.642"
"10/09/2018","2281","91","7.649"
"03/09/2018","2280","91","7.658"
"27/08/2018","2279","91","7.614"
"20/08/2018","2278","91","7.664"
"13/08/2018","2277","91","7.668"
"06/08/2018","2276","91","7.611"
"30/07/2018","2275","91","7.608"
"23/07/2018","2274","91","7.656"
"16/07/2018","2273","91","7.701"
"09/07/2018","2272","91","7.725"
"02/07/2018","2271","91","7.733"
"25/06/2018","2270","91","7.725"
"18/06/2018","2269","91","7.821"
"11/06/2018","2268","91","7.85"
"04/06/2018","2267","91","7.938"
"28/05/2018","2266","91","7.939"
"21/05/2018","2265","91","7.95"
"14/05/2018","2264","91","7.967"
"07/05/2018","2263","91","7.974"
"30/04/2018","2262","91","8"
"23/04/2018","2261","91","8"
"16/04/2018","2260","91","8"
"09/04/2018","2259","91","8.006"
"02/04/2018","2258","91","8"
"26/03/2018","2257","91","8.005"
"19/03/2018","2256","91","8.023"
"12/03/2018","2255","91","8.026"
"05/03/2018","2254","91","8.029"
"26/02/2018","2253","91","8.032"
"19/02/2018","2252","91","8.033"
"12/02/2018","2251","91","8.045"
"05/02/2018","2250","91","8.005"
"29/01/2018","2249","91","8.004"
"22/01/2018","2248","91","8.004"
"15/01/2018","2247","91","8.049"
"08/01/2018","2246","91","8.08"
"01/01/2018","2245","91","8.08"
"25/12/2017","2244","91","8.005"
"18/12/2017","2243","91","8.001"
"11/12/2017","2242","91","8.011"
"04/12/2017","2241","91","8.011"
"27/11/2017","2240","91","8.011"
"20/11/2017","2239","91","8.008"
"13/11/2017","2238","91","8.015"
"06/11/2017","2237","91","8.015"
"30/10/2017","2236","91","8.011"
"23/10/2017","2235","91","8.078"
"16/10/2017","2234","91","8.097"
"09/10/2017","2233","91","8.129"
"02/10/2017","2232","91","8.13"
"25/09/2017","2231","91","8.129"
"18/09/2017","2230","91","8.134"
"11/09/2017","2229","91","8.13"
"04/09/2017","2228","91","8.139"
"28/08/2017","2227","91","8.148"
"21/08/2017","2226","91","8.153"
"14/08/2017","2225","91","8.199"
"07/08/2017","2224","91","8.196"
"31/07/2017","2223","91","8.202"
"24/07/2017","2222","91","8.205"
"17/07/2017","2221","91","8.205"
"10/07/2017","2220","91","8.221"
"03/07/2017","2219","91","8.284"
"26/06/2017","2218","91","8.31"
"19/06/2017","2217","91","8.325"
"19/06/2017","2217","91","8.325"
"12/06/2017","2216","91","8.459"
"05/06/2017","2215","91","8.54"
"29/05/2017","2214","91","8.606"
"22/05/2017","2213","91","8.677"
"15/05/2017","2112","91","8.726"
"08/05/2017","2211","91","8.759"
"01/05/2017","2210","91","8.778"
"24/04/2017","2209","91","8.779"
"17/04/2017","2208","91","8.773"
"10/04/2017","2207","91","8.769"
"03/04/2017","2206","91","8.756"
"06/03/2017","2202","91","8.628"
"27/02/2017","2201","91","8.618"
"20/02/2017","2200","91","8.631"
"13/02/2017","2199","91","8.656"
"30/01/2017","2197","91","8.662"
"23/01/2017","2196","91","8.661"
"16/01/2017","2195","91","8.648"
"09/01/2017","2194","91","8.552"
"02/01/2017","2193","91","8.553"
"26/12/2016","2192","91","8.561"
"19/12/2016","2191","91","8.484"
"12/12/2016","2190","91","8.359"
"05/12/2016","2189","91","8.362"
"28/11/2016","2188","91","8.326"
"21/11/2016","2187","91","8.331"
"14/11/2016","2186","91","7.96"
"14/11/2016","2186","91","8.23"
"07/11/2016","2185","91","8.113"
"31/10/2016","2184","91","8.03"
"31/10/2016","2184","91","8.03"
"24/10/2016","2183","91","7.696"
"24/10/2016","2183","91","7.696"
"17/10/2016","2182","91","7.719"
"17/10/2016","2182","91","7.719"
"10/10/2016","2181","91","7.759"
"10/10/2016","2181","91","7.759"
"03/10/2016","2180","91","7.816"
"03/10/2016","2180","91","7.816"
"26/09/2016","2179","91","7.89"
"26/09/2016","2179","91","7.89"
"19/09/2016","2178","91","7.986"
"19/09/2016","2178","91","7.986"
"12/09/2016","2177","91","8.087"
"12/09/2016","2177","91","8.087"
"05/09/2016","2176","91","8.258"
"05/09/2016","2176","91","8.258"
"29/08/2016","2175","91","8.607"
"29/08/2016","2175","91","8.607"
"22/08/2016","2174","91","8.609"
"22/08/2016","2174","91","8.609"
"15/08/2016","2173","91","8.541"
"15/08/2016","2173","91","8.541"
"08/08/2016","2172","91","8.349"
"08/08/2016","2172","91","8.349"
"01/08/2016","2171","91","8.293"
"01/08/2016","2171","91","8.293"
"25/07/2016","2170","91","7.919"
"25/07/2016","2170","91","7.919"
"18/07/2016","2169","91","7.649"
"18/07/2016","2169","91","7.649"
"11/07/2016","2168","91","7.027"
"11/07/2016","2168","91","7.027"
"04/07/2016","2167","91","7.045"
"04/07/2016","2167","91","7.045"
"27/06/2016","2166","91","7.059"
"27/06/2016","2166","91","7.059"
"20/06/2016","2165","91","7.161"
"20/06/2016","2165","91","7.161"
"13/06/2016","2164","91","7.303"
"13/06/2016","2164","91","7.303"
"06/06/2016","2163","91","7.477"
"06/06/2016","2163","91","7.477"
"30/05/2016","2162","91","7.711"
"30/05/2016","2162","91","7.711"
"23/05/2016","2161","91","7.998"
"23/05/2016","2161","91","7.998"
"16/05/2016","2160","91","8.189"
"16/05/2016","2160","91","8.189"
"09/05/2016","2159","91","8.332"
"09/05/2016","2159","91","8.332"
"02/05/2016","2158","91","8.581"
"02/05/2016","2158","91","8.581"
"25/04/2016","2157","91","8.77"
"25/04/2016","2157","91","8.77"
"18/04/2016","2156","91","8.942"
"18/04/2016","2156","91","8.942"
"11/04/2016","2155","91","9.001"
"11/04/2016","2155","91","9.001"
"04/04/2016","2154","91","8.965"
"04/04/2016","2154","91","8.965"
"28/03/2016","2153","91","8.41"
"28/03/2016","2153","91","8.41"
"21/03/2016","2152","91","8.597"
"21/03/2016","2152","91","8.597"
"14/03/2016","2151","91","8.807"
"14/03/2016","2151","91","8.807"
"07/03/2016","2150","91","9.06"
"07/03/2016","2150","91","9.06"
"29/02/2016","2149","91","9.316"
"29/02/2016","2149","91","9.316"
"22/02/2016","2148","91","9.938"
"22/02/2016","2148","91","9.938"
"15/02/2016","2147","91","10.835"
"11/02/2016","2147","91","10.835"
"08/02/2016","2146","91","11.361"
"04/02/2016","2146","91","11.361"
"01/02/2016","2145","91","11.702"
"01/02/2016","2145","91","11.702"
"25/01/2016","2144","91","11.756"
"25/01/2016","2144","91","11.756"
"18/01/2016","2143","91","11.434"
"18/01/2016","2143","91","11.434"
"11/01/2016","2142","91","11.398"
"11/01/2016","2142","91","11.398"
"04/01/2016","2141","91","10.845"
"04/01/2016","2141","91","10.845"
"28/12/2015","2140","91","10.406"
"28/12/2015","2140","91","10.406"
"21/12/2015","2139","91","9.946"
"21/12/2015","2139","91","9.946"
"14/12/2015","2138","91","9.667"
"14/12/2015","2138","91","9.667"
"07/12/2015","2137","91","9.218"
"07/12/2015","2137","91","9.218"
"30/11/2015","2136","91","9.21"
"23/11/2015","2135","91","9.578"
"23/11/2015","2135","91","9.578"
"23/11/2015","2136","91","9.21"
"16/11/2015","2134","91","9.654"
"09/11/2015","2133","91","13.763"
"09/11/2015","2134","91","9.654"
"09/11/2015","2133","91","13.763"
"02/11/2015","2132","91","19.471"
"26/10/2015","2131","91","22.492"
"26/10/2015","2132","91","19.471"
"19/10/2015","2131","91","22.492"
"19/10/2015","2130","91","22.133"
"19/10/2015","2130","91","22.133"
"12/10/2015","2129","91","21.353"
"05/10/2015","2128","91","20.637"
"05/10/2015","2129","91","21.353"
"05/10/2015","2128","91","20.637"
"28/09/2015","2127","91","18.607"
"28/09/2015","2127","91","18.607"
"21/09/2015","2126","91","14.486"
"14/09/2015","2125","91","13.858"
"14/09/2015","2126","91","14.486"
"14/09/2015","2125","91","13.858"
"07/09/2015","2124","91","11.502"
"07/09/2015","2124","91","11.502"
"31/08/2015","2123","91","11.512"
"24/08/2015","2122","91","11.565"
"24/08/2015","2123","91","11.512"
"17/08/2015","2122","91","11.565"
"17/08/2015","2121","91","11.496"
"17/08/2015","2121","91","11.496"
"20/07/2015","2117","91","11.327"
"13/07/2015","2116","91","11.285"
"13/07/2015","2116","91","11.285"
"13/07/2015","2117","91","11.327"
"06/07/2015","2115","91","8.165"
"06/07/2015","2115","91","8.165"
